Year,ST,STATE,OCC_CODE,OCC_TITLE,TOT_EMP,LOC_Q,H_MEAN,A_MEAN
2011,HI,Hawaii,15-1122,Information Security Analysts,980,0.79,36.83,"76,600"
2011,HI,Hawaii,15-1199,"Computer Occupations, All Other","1,320",1.65,39.86,"82,900"
2011,ID,Idaho,15-1121,Computer Systems Analysts,910,0.40,31.46,"65,430"
2011,ID,Idaho,15-1131,Computer Programmers,"2,130",1.44,26.28,"54,660"
2011,ID,Idaho,15-1132,"Software Developers, Applications","1,290",0.52,33.12,"68,880"
2011,ID,Idaho,15-1133,"Software Developers, Systems Software",**,**,38.73,"80,550"
2011,ID,Idaho,15-1141,Database Administrators,240,0.48,33.54,"69,750"
2011,ID,Idaho,15-1142,Network and Computer Systems Administrators,"1,100",0.69,30.07,"62,540"
2011,ID,Idaho,15-1151,Computer User Support Specialists,"3,640",1.24,19.36,"40,270"
2011,ID,Idaho,15-1122,Information Security Analysts,"1,060",0.84,28.70,"59,700"
2011,ID,Idaho,15-1199,"Computer Occupations, All Other",550,0.66,31.35,"65,200"
2011,IL,Illinois,15-1111,Computer and Information Research Scientists,700,0.64,51.36,"106,820"
2011,IL,Illinois,15-1121,Computer Systems Analysts,"16,580",0.78,35.02,"72,850"
2011,IL,Illinois,15-1131,Computer Programmers,"19,220",1.38,36.36,"75,620"
2011,IL,Illinois,15-1132,"Software Developers, Applications","17,870",0.76,44.54,"92,650"
2011,IL,Illinois,15-1133,"Software Developers, Systems Software","15,040",0.89,44.30,"92,140"
2011,IL,Illinois,15-1141,Database Administrators,"4,410",0.94,38.27,"79,600"
2011,IL,Illinois,15-1142,Network and Computer Systems Administrators,"12,590",0.85,35.49,"73,810"
2011,IL,Illinois,15-1151,Computer User Support Specialists,"22,310",0.81,25.74,"53,550"
2011,IL,Illinois,15-1122,Information Security Analysts,"7,230",0.61,38.55,"80,190"
2011,IL,Illinois,15-1199,"Computer Occupations, All Other","9,760",1.26,35.66,"74,160"
2011,IN,Indiana,15-1111,Computer and Information Research Scientists,**,**,46.81,"97,370"
2011,IN,Indiana,15-1121,Computer Systems Analysts,"7,740",0.74,34.86,"72,520"
2011,IN,Indiana,15-1131,Computer Programmers,"4,610",0.67,33.40,"69,470"
2011,IN,Indiana,15-1132,"Software Developers, Applications","5,550",0.48,34.93,"72,650"
2011,IN,Indiana,15-1133,"Software Developers, Systems Software","3,650",0.44,40.64,"84,530"
2011,IN,Indiana,15-1141,Database Administrators,"1,840",0.79,31.13,"64,750"
2011,IN,Indiana,15-1142,Network and Computer Systems Administrators,"6,360",0.87,30.42,"63,260"
2011,IN,Indiana,15-1151,Computer User Support Specialists,"8,820",0.65,20.55,"42,740"
2011,IN,Indiana,15-1122,Information Security Analysts,"3,970",0.68,33.68,"70,050"
2011,IN,Indiana,15-1199,"Computer Occupations, All Other","2,410",0.63,33.00,"68,640"
2011,IA,Iowa,15-1121,Computer Systems Analysts,"4,090",0.74,35.67,"74,200"
2011,IA,Iowa,15-1131,Computer Programmers,"2,500",0.69,31.16,"64,820"
2011,IA,Iowa,15-1132,"Software Developers, Applications","4,530",0.74,35.93,"74,730"
2011,IA,Iowa,15-1133,"Software Developers, Systems Software","2,520",0.58,39.30,"81,740"
2011,IA,Iowa,15-1141,Database Administrators,960,0.78,33.41,"69,500"
2011,IA,Iowa,15-1142,Network and Computer Systems Administrators,"4,050",1.05,29.69,"61,760"
2011,IA,Iowa,15-1151,Computer User Support Specialists,"5,560",0.78,21.26,"44,220"
2011,IA,Iowa,15-1122,Information Security Analysts,"1,710",0.56,35.15,"73,100"
2011,IA,Iowa,15-1199,"Computer Occupations, All Other","1,250",0.62,29.59,"61,550"
2011,KS,Kansas,15-1111,Computer and Information Research Scientists,80,0.33,39.20,"81,540"
2011,KS,Kansas,15-1121,Computer Systems Analysts,"3,990",0.80,36.72,"76,370"
2011,KS,Kansas,15-1131,Computer Programmers,"3,770",1.15,32.02,"66,590"
2011,KS,Kansas,15-1132,"Software Developers, Applications","2,800",0.51,42.71,"88,840"
2011,KS,Kansas,15-1133,"Software Developers, Systems Software","2,950",0.75,47.52,"98,830"
2011,KS,Kansas,15-1141,Database Administrators,940,0.85,35.18,"73,180"
2011,KS,Kansas,15-1142,Network and Computer Systems Administrators,"4,310",1.24,30.98,"64,440"
2011,KS,Kansas,15-1151,Computer User Support Specialists,"5,840",0.91,21.16,"44,000"
2011,KS,Kansas,15-1122,Information Security Analysts,"2,090",0.75,33.60,"69,880"
2011,KS,Kansas,15-1199,"Computer Occupations, All Other",870,0.48,34.55,"71,860"
2011,KY,Kentucky,15-1121,Computer Systems Analysts,"4,430",0.67,35.52,"73,880"
2011,KY,Kentucky,15-1131,Computer Programmers,"2,450",0.57,32.16,"66,880"
2011,KY,Kentucky,15-1132,"Software Developers, Applications","3,740",0.51,34.99,"72,780"
2011,KY,Kentucky,15-1133,"Software Developers, Systems Software","2,720",0.52,38.71,"80,520"
2011,KY,Kentucky,15-1141,Database Administrators,"1,170",0.80,31.40,"65,320"
2011,KY,Kentucky,15-1142,Network and Computer Systems Administrators,"2,870",0.62,26.77,"55,670"
2011,KY,Kentucky,15-1151,Computer User Support Specialists,"6,320",0.74,20.85,"43,360"
2011,KY,Kentucky,15-1122,Information Security Analysts,"2,200",0.60,31.47,"65,460"
2011,KY,Kentucky,15-1199,"Computer Occupations, All Other","1,520",0.63,33.42,"69,510"
2011,LA,Louisiana,15-1111,Computer and Information Research Scientists,40,0.12,39.62,"82,400"
2011,LA,Louisiana,15-1121,Computer Systems Analysts,"3,300",0.47,30.40,"63,230"
2011,LA,Louisiana,15-1131,Computer Programmers,"2,590",0.56,30.30,"63,020"
2011,LA,Louisiana,15-1132,"Software Developers, Applications",950,0.12,36.72,"76,380"
2011,LA,Louisiana,15-1133,"Software Developers, Systems Software",870,0.16,37.87,"78,760"
2011,LA,Louisiana,15-1141,Database Administrators,400,0.26,30.81,"64,080"
2011,LA,Louisiana,15-1142,Network and Computer Systems Administrators,"2,050",0.42,29.07,"60,470"
2011,LA,Louisiana,15-1151,Computer User Support Specialists,"4,420",0.49,22.62,"47,060"
2011,LA,Louisiana,15-1122,Information Security Analysts,"1,120",0.29,30.18,"62,770"
2011,LA,Louisiana,15-1199,"Computer Occupations, All Other","1,550",0.61,34.84,"72,470"
2011,ME,Maine,15-1121,Computer Systems Analysts,"1,500",0.68,33.35,"69,380"
2011,ME,Maine,15-1131,Computer Programmers,560,0.39,30.12,"62,650"
2011,ME,Maine,15-1132,"Software Developers, Applications","1,330",0.55,37.20,"77,370"
2011,ME,Maine,15-1133,"Software Developers, Systems Software",380,0.22,41.64,"86,610"
2011,ME,Maine,15-1141,Database Administrators,340,0.70,31.72,"65,970"
2011,ME,Maine,15-1142,Network and Computer Systems Administrators,790,0.51,28.77,"59,840"
2011,ME,Maine,15-1151,Computer User Support Specialists,"2,070",0.73,22.05,"45,860"
2011,ME,Maine,15-1122,Information Security Analysts,770,0.63,30.49,"63,410"
2011,ME,Maine,15-1199,"Computer Occupations, All Other",290,0.36,35.43,"73,690"
2011,MD,Maryland,15-1111,Computer and Information Research Scientists,"2,890",5.93,50.66,"105,380"
2011,MD,Maryland,15-1121,Computer Systems Analysts,"12,640",1.34,40.95,"85,180"
2011,MD,Maryland,15-1131,Computer Programmers,"6,800",1.10,37.62,"78,250"
2011,MD,Maryland,15-1132,"Software Developers, Applications","11,520",1.10,47.08,"97,920"
2011,MD,Maryland,15-1133,"Software Developers, Systems Software","13,640",1.82,49.25,"102,440"
2011,MD,Maryland,15-1141,Database Administrators,"3,200",1.53,40.22,"83,660"
2011,MD,Maryland,15-1142,Network and Computer Systems Administrators,"9,340",1.41,40.13,"83,470"
2011,MD,Maryland,15-1151,Computer User Support Specialists,"15,440",1.26,27.33,"56,840"
2011,MD,Maryland,15-1122,Information Security Analysts,"9,040",1.72,43.63,"90,740"
2011,MD,Maryland,15-1199,"Computer Occupations, All Other","13,750",4.00,46.71,"97,150"
2011,MA,Massachusetts,15-1111,Computer and Information Research Scientists,"1,340",2.16,55.10,"114,610"
2011,MA,Massachusetts,15-1121,Computer Systems Analysts,"15,440",1.29,43.20,"89,870"
2011,MA,Massachusetts,15-1131,Computer Programmers,"7,430",0.94,41.06,"85,400"
2011,MA,Massachusetts,15-1132,"Software Developers, Applications","24,990",1.88,47.37,"98,520"
2011,MA,Massachusetts,15-1133,"Software Developers, Systems Software","27,340",2.87,51.24,"106,590"
2011,MA,Massachusetts,15-1141,Database Administrators,"4,060",1.52,39.13,"81,400"
2011,MA,Massachusetts,15-1142,Network and Computer Systems Administrators,"10,020",1.19,39.33,"81,800"
2011,MA,Massachusetts,15-1151,Computer User Support Specialists,"21,020",1.35,29.27,"60,880"
2011,MA,Massachusetts,15-1122,Information Security Analysts,"9,770",1.46,43.60,"90,690"
2011,MA,Massachusetts,15-1199,"Computer Occupations, All Other","3,950",0.90,40.51,"84,270"
2011,MI,Michigan,15-1111,Computer and Information Research Scientists,140,0.18,45.05,"93,710"
2011,MI,Michigan,15-1121,Computer Systems Analysts,"11,510",0.79,37.91,"78,860"
2011,MI,Michigan,15-1131,Computer Programmers,"9,100",0.95,33.12,"68,880"
2011,MI,Michigan,15-1132,"Software Developers, Applications","11,770",0.73,37.78,"78,580"
2011,MI,Michigan,15-1133,"Software Developers, Systems Software","6,470",0.56,40.17,"83,540"
2011,MI,Michigan,15-1141,Database Administrators,"2,360",0.73,34.10,"70,930"
2011,MI,Michigan,15-1142,Network and Computer Systems Administrators,"8,110",0.79,33.78,"70,270"
2011,MI,Michigan,15-1151,Computer User Support Specialists,"21,090",1.12,22.57,"46,950"
2011,MI,Michigan,15-1122,Information Security Analysts,"4,680",0.57,33.22,"69,090"
2011,MI,Michigan,15-1199,"Computer Occupations, All Other","5,990",1.13,31.39,"65,290"
2011,MN,Minnesota,15-1111,Computer and Information Research Scientists,150,0.30,51.83,"107,800"
2011,MN,Minnesota,15-1121,Computer Systems Analysts,"12,660",1.28,36.97,"76,890"
2011,MN,Minnesota,15-1131,Computer Programmers,"5,690",0.88,34.06,"70,850"
2011,MN,Minnesota,15-1132,"Software Developers, Applications","14,190",1.30,43.15,"89,750"
2011,MN,Minnesota,15-1133,"Software Developers, Systems Software","7,560",0.97,47.33,"98,450"
2011,MN,Minnesota,15-1141,Database Administrators,"2,500",1.14,37.55,"78,090"
2011,MN,Minnesota,15-1142,Network and Computer Systems Administrators,"8,950",1.29,33.47,"69,610"
2011,MN,Minnesota,15-1151,Computer User Support Specialists,"12,550",0.98,24.86,"51,710"
2011,MN,Minnesota,15-1122,Information Security Analysts,"6,790",1.23,38.69,"80,480"
2011,MN,Minnesota,15-1199,"Computer Occupations, All Other","7,200",2.00,35.75,"74,370"
2011,MS,Mississippi,15-1111,Computer and Information Research Scientists,230,1.10,40.51,"84,260"
2011,MS,Mississippi,15-1121,Computer Systems Analysts,"1,120",0.27,28.58,"59,450"
2011,MS,Mississippi,15-1131,Computer Programmers,"1,150",0.43,26.51,"55,130"
2011,MS,Mississippi,15-1132,"Software Developers, Applications",570,0.13,35.04,"72,880"
2011,MS,Mississippi,15-1133,"Software Developers, Systems Software",260,0.08,35.80,"74,460"
2011,MS,Mississippi,15-1141,Database Administrators,520,0.57,25.20,"52,410"
2011,MS,Mississippi,15-1142,Network and Computer Systems Administrators,"1,120",0.39,28.35,"58,970"
2011,MS,Mississippi,15-1151,Computer User Support Specialists,"2,670",0.51,19.43,"40,420"
2011,MS,Mississippi,15-1122,Information Security Analysts,400,0.17,29.35,"61,050"
2011,MS,Mississippi,15-1199,"Computer Occupations, All Other",530,0.36,35.71,"74,270"
2011,MO,Missouri,15-1111,Computer and Information Research Scientists,140,0.27,42.69,"88,800"
2011,MO,Missouri,15-1121,Computer Systems Analysts,"12,470",1.27,37.34,"77,670"
2011,MO,Missouri,15-1131,Computer Programmers,"6,840",1.06,34.23,"71,190"
2011,MO,Missouri,15-1132,"Software Developers, Applications","12,250",1.12,40.07,"83,350"
2011,MO,Missouri,15-1133,"Software Developers, Systems Software","4,830",0.62,39.86,"82,910"
2011,MO,Missouri,15-1141,Database Administrators,"3,240",1.48,34.35,"71,460"
2011,MO,Missouri,15-1142,Network and Computer Systems Administrators,"8,010",1.16,33.74,"70,180"
2011,MO,Missouri,15-1151,Computer User Support Specialists,"15,670",1.23,22.30,"46,380"
2011,MO,Missouri,15-1122,Information Security Analysts,"5,070",0.92,38.82,"80,740"
2011,MO,Missouri,15-1199,"Computer Occupations, All Other","2,730",0.76,37.47,"77,930"
2011,MT,Montana,15-1121,Computer Systems Analysts,640,0.39,30.52,"63,470"
2011,MT,Montana,15-1131,Computer Programmers,680,0.64,30.41,"63,250"
2011,MT,Montana,15-1132,"Software Developers, Applications",450,0.25,33.75,"70,190"
2011,MT,Montana,15-1133,"Software Developers, Systems Software",320,0.25,36.55,"76,030"
2011,MT,Montana,15-1141,Database Administrators,210,0.58,25.93,"53,940"
2011,MT,Montana,15-1142,Network and Computer Systems Administrators,820,0.72,26.89,"55,930"
2011,MT,Montana,15-1151,Computer User Support Specialists,"1,930",0.92,19.32,"40,190"
2011,MT,Montana,15-1122,Information Security Analysts,720,0.79,28.35,"58,970"
2011,MT,Montana,15-1199,"Computer Occupations, All Other",510,0.87,29.63,"61,630"
2011,NE,Nebraska,15-1111,Computer and Information Research Scientists,50,0.26,37.36,"77,710"
2011,NE,Nebraska,15-1121,Computer Systems Analysts,"3,010",0.87,34.36,"71,460"
2011,NE,Nebraska,15-1131,Computer Programmers,"2,810",1.24,32.00,"66,560"
2011,NE,Nebraska,15-1132,"Software Developers, Applications","4,080",1.07,34.91,"72,620"
2011,NE,Nebraska,15-1133,"Software Developers, Systems Software","2,270",0.83,37.43,"77,860"
2011,NE,Nebraska,15-1141,Database Administrators,820,1.07,35.64,"74,130"
2011,NE,Nebraska,15-1142,Network and Computer Systems Administrators,"3,230",1.34,32.70,"68,010"
2011,NE,Nebraska,15-1151,Computer User Support Specialists,"3,950",0.89,23.57,"49,030"
2011,NE,Nebraska,15-1122,Information Security Analysts,"2,140",1.11,34.29,"71,320"
2011,NE,Nebraska,15-1199,"Computer Occupations, All Other",660,0.52,36.03,"74,940"
2011,NV,Nevada,15-1121,Computer Systems Analysts,"1,600",0.38,38.54,"80,150"
2011,NV,Nevada,15-1131,Computer Programmers,"1,040",0.38,33.61,"69,910"
2011,NV,Nevada,15-1132,"Software Developers, Applications","1,380",0.29,38.94,"81,000"
2011,NV,Nevada,15-1133,"Software Developers, Systems Software","1,310",0.39,40.56,"84,360"
2011,NV,Nevada,15-1141,Database Administrators,480,0.51,34.45,"71,650"
2011,NV,Nevada,15-1142,Network and Computer Systems Administrators,"1,480",0.50,34.07,"70,870"
2011,NV,Nevada,15-1151,Computer User Support Specialists,"4,290",0.78,22.07,"45,910"
2011,NV,Nevada,15-1122,Information Security Analysts,"1,340",0.56,34.50,"71,760"
2011,NV,Nevada,15-1199,"Computer Occupations, All Other","1,790",1.16,30.85,"64,170"
2011,NH,New Hampshire,15-1111,Computer and Information Research Scientists,50,0.40,55.87,"116,210"
2011,NH,New Hampshire,15-1121,Computer Systems Analysts,"2,530",1.10,37.85,"78,740"
2011,NH,New Hampshire,15-1131,Computer Programmers,"1,350",0.89,31.80,"66,150"
2011,NH,New Hampshire,15-1132,"Software Developers, Applications","4,580",1.79,44.74,"93,070"
2011,NH,New Hampshire,15-1133,"Software Developers, Systems Software","1,970",1.08,51.50,"107,110"
2011,NH,New Hampshire,15-1141,Database Administrators,520,1.01,40.49,"84,230"
2011,NH,New Hampshire,15-1142,Network and Computer Systems Administrators,"1,710",1.06,33.41,"69,480"
2011,NH,New Hampshire,15-1151,Computer User Support Specialists,"2,830",0.95,25.17,"52,360"
2011,NH,New Hampshire,15-1122,Information Security Analysts,860,0.66,39.45,"82,060"
2011,NH,New Hampshire,15-1199,"Computer Occupations, All Other",950,1.13,35.56,"73,970"
2011,NJ,New Jersey,15-1111,Computer and Information Research Scientists,760,1.03,49.28,"102,510"
2011,NJ,New Jersey,15-1121,Computer Systems Analysts,"20,980",1.46,42.68,"88,770"
2011,NJ,New Jersey,15-1131,Computer Programmers,"14,710",1.56,39.55,"82,270"
2011,NJ,New Jersey,15-1132,"Software Developers, Applications","27,540",1.73,46.93,"97,610"
2011,NJ,New Jersey,15-1133,"Software Developers, Systems Software","9,890",0.87,51.16,"106,420"
2011,NJ,New Jersey,15-1141,Database Administrators,"3,940",1.24,41.79,"86,920"
2011,NJ,New Jersey,15-1142,Network and Computer Systems Administrators,"9,600",0.95,38.47,"80,030"
2011,NJ,New Jersey,15-1151,Computer User Support Specialists,"17,260",0.93,26.54,"55,210"
2011,NJ,New Jersey,15-1122,Information Security Analysts,"9,510",1.19,43.68,"90,860"
2011,NJ,New Jersey,15-1199,"Computer Occupations, All Other","9,620",1.84,36.69,"76,320"
2011,NM,New Mexico,15-1121,Computer Systems Analysts,"1,370",0.46,39.45,"82,050"
2011,NM,New Mexico,15-1131,Computer Programmers,"1,070",0.55,40.64,"84,540"
2011,NM,New Mexico,15-1132,"Software Developers, Applications","1,120",0.34,39.74,"82,660"
2011,NM,New Mexico,15-1133,"Software Developers, Systems Software","2,070",0.88,46.20,"96,100"
2011,NM,New Mexico,15-1141,Database Administrators,470,0.72,35.57,"73,990"
2011,NM,New Mexico,15-1142,Network and Computer Systems Administrators,"1,310",0.63,34.42,"71,590"
2011,NM,New Mexico,15-1151,Computer User Support Specialists,"4,030",1.05,23.48,"48,840"
2011,NM,New Mexico,15-1122,Information Security Analysts,"1,190",0.72,34.36,"71,480"
2011,NM,New Mexico,15-1199,"Computer Occupations, All Other",900,0.83,34.82,"72,430"
2011,NY,New York,15-1111,Computer and Information Research Scientists,940,0.57,43.05,"89,540"
2011,NY,New York,15-1121,Computer Systems Analysts,"31,150",0.97,41.44,"86,200"
2011,NY,New York,15-1131,Computer Programmers,"27,510",1.31,38.36,"79,800"
2011,NY,New York,15-1132,"Software Developers, Applications","31,720",0.89,46.70,"97,140"
2011,NY,New York,15-1133,"Software Developers, Systems Software","18,070",0.71,45.40,"94,440"
2011,NY,New York,15-1141,Database Administrators,"7,060",0.99,39.27,"81,680"
2011,NY,New York,15-1142,Network and Computer Systems Administrators,"20,540",0.91,39.44,"82,020"
2011,NY,New York,15-1151,Computer User Support Specialists,"41,070",0.99,26.80,"55,740"
2011,NY,New York,15-1122,Information Security Analysts,"18,840",1.05,43.10,"89,650"
2011,NY,New York,15-1199,"Computer Occupations, All Other","3,880",0.33,37.55,"78,100"
2011,NC,North Carolina,15-1111,Computer and Information Research Scientists,240,0.32,43.47,"90,420"
2011,NC,North Carolina,15-1121,Computer Systems Analysts,"13,850",0.96,39.34,"81,820"
2011,NC,North Carolina,15-1131,Computer Programmers,"8,400",0.88,36.99,"76,940"
2011,NC,North Carolina,15-1132,"Software Developers, Applications","15,520",0.97,43.04,"89,520"
2011,NC,North Carolina,15-1133,"Software Developers, Systems Software","10,210",0.89,46.95,"97,670"
2011,NC,North Carolina,15-1141,Database Administrators,"2,940",0.91,38.69,"80,470"
2011,NC,North Carolina,15-1142,Network and Computer Systems Administrators,"7,510",0.74,35.46,"73,760"
2011,NC,North Carolina,15-1151,Computer User Support Specialists,"21,820",1.16,25.55,"53,150"
2011,NC,North Carolina,15-1122,Information Security Analysts,"8,950",1.10,38.91,"80,930"
2011,NC,North Carolina,15-1199,"Computer Occupations, All Other","3,240",0.61,37.58,"78,160"
2011,ND,North Dakota,15-1121,Computer Systems Analysts,670,0.47,29.21,"60,770"
2011,ND,North Dakota,15-1131,Computer Programmers,510,0.54,24.91,"51,810"
2011,ND,North Dakota,15-1132,"Software Developers, Applications",860,0.55,30.77,"64,000"
2011,ND,North Dakota,15-1133,"Software Developers, Systems Software",580,0.52,31.43,"65,370"
2011,ND,North Dakota,15-1141,Database Administrators,170,0.54,30.54,"63,520"
2011,ND,North Dakota,15-1142,Network and Computer Systems Administrators,510,0.52,28.41,"59,090"
2011,ND,North Dakota,15-1151,Computer User Support Specialists,"2,290",1.25,20.81,"43,280"
2011,ND,North Dakota,15-1122,Information Security Analysts,500,0.64,30.24,"62,910"
2011,ND,North Dakota,15-1199,"Computer Occupations, All Other",290,0.56,29.23,"60,810"
2011,OH,Ohio,15-1111,Computer and Information Research Scientists,550,0.56,48.60,"101,080"
2011,OH,Ohio,15-1121,Computer Systems Analysts,"24,040",1.27,37.86,"78,750"
2011,OH,Ohio,15-1131,Computer Programmers,"9,210",0.74,32.38,"67,350"
2011,OH,Ohio,15-1132,"Software Developers, Applications","22,080",1.05,38.51,"80,110"
2011,OH,Ohio,15-1133,"Software Developers, Systems Software","6,180",0.41,40.85,"84,970"
2011,OH,Ohio,15-1141,Database Administrators,"4,110",0.98,35.08,"72,970"
2011,OH,Ohio,15-1142,Network and Computer Systems Administrators,"15,150",1.14,30.69,"63,830"
2011,OH,Ohio,15-1151,Computer User Support Specialists,"23,320",0.95,22.21,"46,190"
2011,OH,Ohio,15-1122,Information Security Analysts,"8,940",0.85,36.37,"75,650"
2011,OH,Ohio,15-1199,"Computer Occupations, All Other","7,440",1.08,35.94,"74,760"
2011,OK,Oklahoma,15-1111,Computer and Information Research Scientists,180,0.62,39.16,"81,460"
2011,OK,Oklahoma,15-1121,Computer Systems Analysts,"2,730",0.48,32.33,"67,250"
2011,OK,Oklahoma,15-1131,Computer Programmers,"2,460",0.66,29.44,"61,240"
2011,OK,Oklahoma,15-1132,"Software Developers, Applications","2,230",0.35,32.78,"68,180"
2011,OK,Oklahoma,15-1133,"Software Developers, Systems Software","1,490",0.33,43.82,"91,140"
2011,OK,Oklahoma,15-1141,Database Administrators,950,0.75,30.10,"62,600"
2011,OK,Oklahoma,15-1142,Network and Computer Systems Administrators,"2,650",0.66,27.58,"57,360"
2011,OK,Oklahoma,15-1151,Computer User Support Specialists,"6,330",0.86,20.58,"42,810"
2011,OK,Oklahoma,15-1122,Information Security Analysts,"1,690",0.53,30.42,"63,270"
2011,OK,Oklahoma,15-1199,"Computer Occupations, All Other","1,150",0.56,36.88,"76,720"
2011,OR,Oregon,15-1111,Computer and Information Research Scientists,30,0.10,47.62,"99,060"
2011,OR,Oregon,15-1121,Computer Systems Analysts,"3,780",0.63,39.12,"81,370"
2011,OR,Oregon,15-1131,Computer Programmers,"2,890",0.73,33.60,"69,890"
2011,OR,Oregon,15-1132,"Software Developers, Applications","7,510",1.12,42.62,"88,640"
2011,OR,Oregon,15-1133,"Software Developers, Systems Software","2,800",0.58,44.64,"92,850"
2011,OR,Oregon,15-1141,Database Administrators,"1,300",0.97,36.06,"75,000"
2011,OR,Oregon,15-1142,Network and Computer Systems Administrators,"3,440",0.81,32.72,"68,070"
2011,OR,Oregon,15-1151,Computer User Support Specialists,"8,040",1.03,24.74,"51,460"
2011,OR,Oregon,15-1122,Information Security Analysts,"3,440",1.02,33.31,"69,280"
2011,OR,Oregon,15-1199,"Computer Occupations, All Other","4,750",2.16,34.83,"72,440"
2011,PA,Pennsylvania,15-1111,Computer and Information Research Scientists,940,0.86,38.69,"80,470"
2011,PA,Pennsylvania,15-1121,Computer Systems Analysts,"19,220",0.91,37.44,"77,880"
2011,PA,Pennsylvania,15-1131,Computer Programmers,"12,560",0.91,33.45,"69,570"
2011,PA,Pennsylvania,15-1132,"Software Developers, Applications","14,850",0.64,41.46,"86,240"
2011,PA,Pennsylvania,15-1133,"Software Developers, Systems Software","13,990",0.84,46.48,"96,680"
2011,PA,Pennsylvania,15-1141,Database Administrators,"4,450",0.95,36.17,"75,240"
2011,PA,Pennsylvania,15-1142,Network and Computer Systems Administrators,"17,530",1.19,36.59,"76,100"
2011,PA,Pennsylvania,15-1151,Computer User Support Specialists,"24,740",0.90,23.30,"48,460"
2011,PA,Pennsylvania,15-1122,Information Security Analysts,"7,470",0.63,39.61,"82,390"
2011,PA,Pennsylvania,15-1199,"Computer Occupations, All Other","5,280",0.69,38.05,"79,150"
2011,RI,Rhode Island,15-1111,Computer and Information Research Scientists,370,4.16,51.61,"107,350"
2011,RI,Rhode Island,15-1121,Computer Systems Analysts,"1,380",0.80,38.74,"80,590"
2011,RI,Rhode Island,15-1131,Computer Programmers,"1,280",1.13,34.68,"72,140"
2011,RI,Rhode Island,15-1132,"Software Developers, Applications",980,0.52,45.33,"94,290"
2011,RI,Rhode Island,15-1133,"Software Developers, Systems Software","1,390",1.02,46.33,"96,370"
2011,RI,Rhode Island,15-1141,Database Administrators,310,0.82,38.99,"81,090"
2011,RI,Rhode Island,15-1142,Network and Computer Systems Administrators,"1,230",1.02,36.55,"76,030"
2011,RI,Rhode Island,15-1151,Computer User Support Specialists,"2,240",1.01,24.28,"50,500"
2011,RI,Rhode Island,15-1122,Information Security Analysts,"1,030",1.08,37.80,"78,610"
2011,RI,Rhode Island,15-1199,"Computer Occupations, All Other",720,1.15,34.40,"71,540"
2011,SC,South Carolina,15-1111,Computer and Information Research Scientists,240,0.70,39.97,"83,140"
2011,SC,South Carolina,15-1121,Computer Systems Analysts,"4,470",0.66,32.32,"67,230"
2011,SC,South Carolina,15-1131,Computer Programmers,"3,620",0.82,30.26,"62,940"
2011,SC,South Carolina,15-1132,"Software Developers, Applications","3,310",0.44,36.14,"75,180"
2011,SC,South Carolina,15-1133,"Software Developers, Systems Software","1,370",0.26,38.61,"80,310"
2011,SC,South Carolina,15-1141,Database Administrators,980,0.65,30.42,"63,270"
2011,SC,South Carolina,15-1142,Network and Computer Systems Administrators,"3,470",0.74,31.63,"65,780"
2011,SC,South Carolina,15-1151,Computer User Support Specialists,"6,520",0.75,21.85,"45,440"
2011,SC,South Carolina,15-1122,Information Security Analysts,"2,830",0.75,31.79,"66,120"
2011,SC,South Carolina,15-1199,"Computer Occupations, All Other","1,290",0.52,35.99,"74,850"
2011,SD,South Dakota,15-1121,Computer Systems Analysts,570,0.38,31.76,"66,060"
2011,SD,South Dakota,15-1131,Computer Programmers,520,0.53,25.39,"52,820"
2011,SD,South Dakota,15-1132,"Software Developers, Applications",770,0.46,36.09,"75,060"
2011,SD,South Dakota,15-1133,"Software Developers, Systems Software",240,0.20,34.67,"72,110"
2011,SD,South Dakota,15-1141,Database Administrators,80,0.24,31.06,"64,590"
2011,SD,South Dakota,15-1142,Network and Computer Systems Administrators,"1,400",1.34,26.83,"55,810"
2011,SD,South Dakota,15-1151,Computer User Support Specialists,"1,700",0.88,18.99,"39,500"
2011,SD,South Dakota,15-1122,Information Security Analysts,570,0.69,30.59,"63,640"
2011,SD,South Dakota,15-1199,"Computer Occupations, All Other",180,0.34,32.66,"67,930"
2011,TN,Tennessee,15-1111,Computer and Information Research Scientists,260,0.51,42.66,"88,720"
2011,TN,Tennessee,15-1121,Computer Systems Analysts,"7,550",0.76,34.18,"71,090"
2011,TN,Tennessee,15-1131,Computer Programmers,"5,750",0.88,34.00,"70,720"
2011,TN,Tennessee,15-1132,"Software Developers, Applications","4,230",0.39,36.72,"76,370"
2011,TN,Tennessee,15-1133,"Software Developers, Systems Software","2,770",0.35,36.81,"76,560"
2011,TN,Tennessee,15-1141,Database Administrators,"1,500",0.68,33.05,"68,730"
2011,TN,Tennessee,15-1142,Network and Computer Systems Administrators,"5,880",0.85,31.36,"65,220"
2011,TN,Tennessee,15-1151,Computer User Support Specialists,"8,560",0.67,22.49,"46,780"
2011,TN,Tennessee,15-1122,Information Security Analysts,"3,200",0.58,33.03,"68,690"
2011,TN,Tennessee,15-1199,"Computer Occupations, All Other","2,140",0.59,31.35,"65,200"
2011,TX,Texas,15-1111,Computer and Information Research Scientists,"1,680",0.83,39.89,"82,980"
2011,TX,Texas,15-1121,Computer Systems Analysts,"44,880",1.15,40.64,"84,530"
